,POSITIVE,NEGATIVE,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,,,,,,,,,,,,,,,,,,,
splitting,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
spoil,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
spoiler,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sponsor,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
spook,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
sprain,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sprite,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
spur,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
spurious,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
squall,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
squeamish,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
squelch,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
squirm,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
stab,0,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,anger|fear|sadness|surprise,,anger,fear,sadness,surprise,
stable,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
stagnant,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
stain,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
stalemate,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
stall,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
star,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
starry,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
start,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
startle,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
startling,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
starvation,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
steadfast,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
steady,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,surprise|trust,,surprise,trust,,,
steal,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
stealing,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
stealth,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
stealthily,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
stealthy,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,anticipation|fear|surprise,,anticipation,fear,surprise,,
sterile,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sterling,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
sticky,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
stifle,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
stifled,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
stillborn,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sting,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
stingy,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
stink,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
stinking,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
stint,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
stone,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
stool,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
store,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
storm,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
stormy,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
straightforward,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
strain,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
strained,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
straits,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
stranger,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
strangle,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness|surprise,,anger,disgust,fear,sadness,surprise
strategist,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
strength,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
strengthening,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
stricken,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
strife,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
strike,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
strip,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
strive,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
struggle,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
stun,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
stunned,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
sty,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
subject,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
subjugation,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
submit,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
subsidence,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
subversion,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
subversive,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,anger|surprise,,anger,surprise,,,
subvert,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
succeed,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
success,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
successful,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
sucker,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
sudden,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
suddenly,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
sue,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
suffer,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
sufferer,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
suffering,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
suffocate,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
suffocating,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
suffocation,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
suicidal,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
suicide,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
sullen,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
sunk,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
sunny,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
sunset,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
superman,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
superstar,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
superstition,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
superstitious,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
supplication,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
support,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
supporter,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
supporting,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
suppress,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
suppression,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
supremacy,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
surety,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
surge,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
surly,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
surprise,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
surprised,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
surprising,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
surprisingly,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
surrender,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
surrogate,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
surround,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
suspect,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
suspense,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,anticipation|fear|surprise,,anticipation,fear,surprise,,
suspension,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
suspicion,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
suspicious,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
swamp,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
swastika,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
swear,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
sweet,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
sweetheart,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
swelling,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
swerve,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
swig,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust|anger,,disgust,anger,,,
sympathize,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sympathy,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
synchronize,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
syncope,0,1,0,0,0,1,0,1,1,0,,,,,,,,,,,,,fear|sadness|surprise,,fear,sadness,surprise,,
taboo,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
tabulate,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
tackle,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,anger|surprise,,anger,surprise,,,
taint,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
tantalize,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
tantalizing,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
tarnish,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
taunt,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
tearful,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
tease,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
teasing,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
tempest,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
tenderness,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
tension,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
terrible,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
terror,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
terrorism,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
terrorist,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
terrorize,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
testament,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
testimony,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
thankful,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
thanksgiving,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
theft,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
therapeutic,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
thief,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
think,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
thirst,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,anticipation|sadness,,anticipation,sadness,,,
thought,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
thoughtful,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
thoughtless,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
thrash,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
threat,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
threaten,0,1,1,1,0,1,0,0,0,0,,,,,,,,,,,,,anger|anticipation|fear,,anger,anticipation,fear,,
threatening,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
thresh,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
thrift,1,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,disgust|trust,,disgust,trust,,,
thrill,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise|fear,,anticipation,joy,surprise,fear,
thrilling,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
thrive,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
thriving,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
throb,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
thug,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
thump,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
thumping,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
thunder,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
thundering,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
tickle,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
tiff,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
timid,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
timidity,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
tirade,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
tolerate,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
tomb,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
toothache,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
top,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
topple,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
torment,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
torpedo,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
tortious,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
torture,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
touchy,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
tough,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
toxic,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
toxin,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
tragedy,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
traitor,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
tramp,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
tranquil,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
tranquility,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
transcendence,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,anticipation|joy|surprise|trust,,anticipation,joy,surprise,trust,
trash,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
trashy,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
traumatic,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
travesty,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
treacherous,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
treachery,0,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,anger|fear|sadness|surprise,,anger,fear,sadness,surprise,
treason,0,1,1,0,1,1,0,0,1,0,,,,,,,,,,,,,anger|disgust|fear|surprise,,anger,disgust,fear,surprise,
treasure,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
treat,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
tree,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
tremble,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
trembling,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
tremor,0,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,anger|anticipation|fear|sadness,,anger,anticipation,fear,sadness,
trepidation,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,anticipation|fear|surprise,,anticipation,fear,surprise,,
trespass,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
tribulation,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
trick,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
trickery,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness|surprise,,anger,disgust,fear,sadness,surprise
triumph,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
triumphant,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
trophy,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
troublesome,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
truce,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
trust,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
trustee,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
truth,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
truthful,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
truthfulness,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
tumult,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,anger|fear|surprise,,anger,fear,surprise,,
tumultuous,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
turbulence,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
turbulent,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
turmoil,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
tussle,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
twinkle,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
tyrannical,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
tyranny,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
tyrant,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
ugliness,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
ugly,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
ulcer,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
ultimate,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
ultimately,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
ultimatum,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
unable,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
unacceptable,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
unaccountable,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
unacknowledged,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
unanticipated,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
unattainable,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
unattractive,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
unbearable,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
unbeaten,1,1,0,1,0,0,1,1,1,0,,,,,,,,,,,,,anticipation|joy|sadness|surprise,,anticipation,joy,sadness,surprise,
unbridled,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,anger|fear|surprise,,anger,fear,surprise,,
unbroken,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
uncanny,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
uncaring,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
unclean,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
